Dia;TMedia;TMax;TMin;RHMedia;RHMax;RHMmin;Chuva;VMed;VMax;VDir;RadS;Eto
01-01-2011;22.0;28.5;18.3;86.0;100.0;51.8;9.4;1.1;5.2;SE;15.70;2.97
02-01-2011;20.9;26.4;19.5;97.5;100.0;64.5;10.8;0.7;6.2;NE;12.17;2.31
03-01-2011;19.7;20.6;19.0;100.0;100.0;100.0;63.4;1.1;6.4;N;5.54;0.97
04-01-2011;21.5;26.0;19.3;95.8;100.0;69.5;15.2;0.7;5.0;N;14.96;2.86
05-01-2011;22.9;29.1;19.0;87.1;100.0;53.7;7.8;0.9;5.0;N;21.10;4.13
06-01-2011;21.9;28.4;18.5;93.4;100.0;54.8;4.2;0.6;6.4;NE;14.77;2.88
07-01-2011;21.5;27.2;18.8;93.3;100.0;60.2;10.0;0.6;4.4;NE;12.96;2.50
08-01-2011;21.1;27.1;18.7;96.2;100.0;64.4;9.4;0.4;4.1;NE;9.24;1.78
09-01-2011;21.4;26.9;19.3;94.9;100.0;63.9;4.2;0.6;5.6;NE;14.24;2.75
10-01-2011;22.6;29.5;18.5;87.5;100.0;51.6;0.0;0.8;6.4;N;22.36;4.37
11-01-2011;21.7;26.1;19.4;95.9;100.0;70.1;31.6;1.0;7.4;N;11.01;2.07
12-01-2011;21.8;27.4;18.3;96.0;100.0;66.5;50.6;1.1;6.8;NO;13.33;2.50
13-01-2011;21.0;24.6;19.7;100.0;100.0;81.9;52.0;1.0;5.9;NO;6.91;1.27
14-01-2011;22.2;28.5;19.1;93.6;100.0;61.5;21.0;1.1;5.5;NO;17.90;3.40
15-01-2011;22.5;28.7;17.3;89.1;100.0;57.3;1.0;0.5;4.1;SE;19.49;3.87
16-01-2011;23.0;31.6;19.0;86.4;100.0;45.2;27.6;0.9;10.9;N;26.95;5.29
17-01-2011;22.0;26.4;19.2;92.8;100.0;62.0;15.4;0.7;5.0;NO;16.08;3.12
18-01-2011;21.7;28.5;18.8;96.0;100.0;61.9;17.6;0.5;10.3;L;12.91;2.50
19-01-2011;22.5;28.4;19.0;92.2;100.0;58.4;3.0;0.5;8.2;NO;17.92;3.54
20-01-2011;22.0;27.0;19.1;94.6;100.0;66.8;3.8;0.6;4.3;NO;14.35;2.80
21-01-2011;24.8;31.5;19.4;78.1;100.0;36.8;0.0;0.6;5.5;L;23.40;4.77
22-01-2011;24.7;32.4;19.2;75.9;100.0;35.3;6.0;0.8;7.0;L;26.62;5.37
23-01-2011;24.4;32.0;18.8;78.1;100.0;40.3;0.8;0.9;7.1;O;26.40;5.27
24-01-2011;25.4;32.5;19.8;70.3;97.4;40.1;0.0;0.9;4.3;L;26.38;5.38
25-01-2011;24.3;31.4;19.5;77.1;100.0;45.7;2.4;1.0;5.5;NE;22.64;4.51
26-01-2011;24.1;31.6;18.1;78.3;100.0;41.9;0.0;0.9;7.1;NO;24.16;4.82
27-01-2011;25.4;32.2;20.0;73.0;100.0;36.6;0.0;0.9;5.3;O;25.29;5.13
28-01-2011;24.5;31.7;18.7;75.1;100.0;41.4;0.2;0.8;5.6;SO;23.92;4.82
29-01-2011;24.7;32.5;18.7;75.5;100.0;39.8;6.0;1.0;8.5;O;23.87;4.78
30-01-2011;24.8;32.7;17.9;73.5;100.0;40.7;0.0;0.7;3.7;SO;25.91;5.28
31-01-2011;23.3;32.0;18.8;80.5;100.0;44.4;4.6;0.9;7.9;S;17.75;3.48
01-02-2011;21.4;25.7;18.4;88.9;100.0;56.0;0.0;0.4;4.6;O;9.51;1.84
02-02-2011;21.6;29.5;18.1;90.8;100.0;53.2;29.8;0.5;5.6;O;12.96;2.52
03-02-2011;21.7;28.6;18.1;90.6;100.0;54.9;0.0;0.4;3.1;L;12.75;2.49
04-02-2011;22.2;29.5;18.3;91.0;100.0;54.5;58.0;0.7;5.6;SO;16.12;3.13
05-02-2011;23.1;30.9;17.5;78.8;100.0;43.3;0.6;0.9;6.5;NO;22.22;4.36
06-02-2011;24.5;32.2;17.9;73.6;100.0;36.2;0.0;0.8;5.3;NO;26.19;5.29
07-02-2011;22.7;30.9;18.9;82.2;100.0;42.9;4.6;0.7;5.2;S;14.46;2.83
08-02-2011;24.0;31.2;18.2;77.4;100.0;41.7;0.0;0.9;6.1;NO;26.16;5.22
09-02-2011;24.2;31.5;18.3;77.6;100.0;36.7;0.0;0.9;6.8;NO;24.58;4.91
10-02-2011;24.2;30.4;19.5;75.5;100.0;46.8;0.0;0.8;9.8;O;19.83;3.96
11-02-2011;23.4;29.6;18.9;82.4;100.0;52.6;0.0;0.3;4.1;O;18.15;3.67
12-02-2011;23.4;32.5;18.2;80.9;100.0;38.1;7.8;0.6;5.6;N;24.31;4.86
13-02-2011;22.9;29.7;17.9;83.1;100.0;49.3;0.0;0.4;4.3;N;18.69;3.73
14-02-2011;21.9;28.0;18.6;90.6;100.0;56.1;0.8;0.5;7.0;SO;12.67;2.47
15-02-2011;22.9;28.2;19.5;84.4;100.0;51.4;0.4;0.5;3.8;O;16.11;3.20
16-02-2011;22.1;30.8;18.9;88.6;100.0;45.2;41.0;1.0;8.8;SE;16.68;3.19
17-02-2011;21.8;28.9;18.0;87.4;100.0;50.8;3.0;0.9;7.0;L;20.74;3.97
18-02-2011;22.3;29.1;18.6;82.1;100.0;48.4;0.8;1.0;5.8;L;17.85;3.42
19-02-2011;23.3;30.9;19.0;75.2;100.0;35.3;6.4;1.0;5.6;L;22.88;4.48
20-02-2011;24.6;32.4;18.3;69.3;100.0;27.7;0.0;0.8;4.6;SE;26.31;5.30
21-02-2011;24.3;32.5;18.7;66.6;100.0;34.1;2.4;0.9;12.7;L;23.86;4.77
22-02-2011;23.3;30.4;18.8;81.8;100.0;48.2;10.6;0.6;5.8;O;21.10;4.22
23-02-2011;23.0;31.1;18.8;85.0;100.0;46.3;51.6;0.8;6.4;O;23.78;4.69
24-02-2011;22.9;29.8;18.4;89.1;100.0;48.7;4.6;0.6;4.1;L;21.92;4.35
25-02-2011;23.6;30.3;19.3;86.2;100.0;49.8;0.6;0.6;4.6;SO;18.72;3.75
26-02-2011;23.7;31.2;19.2;86.4;100.0;47.6;63.4;0.7;5.0;NE;19.78;3.95
27-02-2011;21.5;28.5;19.1;95.3;100.0;60.1;36.2;0.9;5.3;SE;13.47;2.55
28-02-2011;20.3;22.0;19.0;100.0;100.0;87.3;4.8;0.8;5.8;SE;5.41;0.98
01-03-2011;19.7;22.7;18.5;99.6;100.0;82.7;24.4;1.4;5.9;SE;7.95;1.39
02-03-2011;20.0;23.6;18.5;99.8;100.0;75.5;15.2;1.2;4.6;SE;7.16;1.27
03-03-2011;18.4;19.2;17.6;100.0;100.0;100.0;35.2;1.0;5.0;L;4.08;0.69
04-03-2011;18.4;19.4;17.3;100.0;100.0;100.0;25.6;1.2;4.4;L;6.04;1.03
05-03-2011;18.7;20.4;17.8;100.0;100.0;100.0;27.4;1.3;4.6;L;5.18;0.87
06-03-2011;19.3;22.1;17.5;100.0;100.0;85.5;17.8;0.8;4.0;L;6.53;1.16
07-03-2011;19.2;21.6;18.5;100.0;100.0;92.1;7.0;1.2;6.1;L;5.45;0.94
08-03-2011;19.9;23.8;17.1;99.9;100.0;81.4;5.6;0.7;4.6;SE;8.33;1.53
09-03-2011;22.3;27.6;18.7;87.6;100.0;56.6;0.0;0.7;5.5;L;18.66;3.64
10-03-2011;23.1;30.3;19.6;83.4;100.0;48.1;0.4;0.9;5.5;L;19.88;3.89
11-03-2011;22.0;27.9;19.5;90.2;100.0;59.4;5.4;0.7;6.5;L;14.10;2.72
12-03-2011;21.0;27.3;19.7;99.3;100.0;65.0;67.0;0.3;4.9;SE;8.40;1.62
13-03-2011;22.1;27.5;18.6;91.4;100.0;61.2;1.4;0.7;5.5;SO;16.92;3.28
14-03-2011;22.2;29.0;18.5;90.7;100.0;56.0;3.0;0.8;6.4;S;16.80;3.24
15-03-2011;22.2;27.3;19.0;84.9;100.0;61.5;0.0;2.0;6.2;SE;19.46;3.53
16-03-2011;21.3;28.1;18.5;81.8;96.7;57.6;0.0;2.2;8.3;SE;16.19;2.85
17-03-2011;22.4;28.7;18.3;86.6;100.0;54.1;4.0;0.8;4.6;L;17.86;3.48
18-03-2011;22.7;28.1;20.1;90.3;100.0;60.6;0.0;0.6;4.7;NE;14.41;2.83
19-03-2011;21.7;26.3;18.6;86.1;100.0;66.8;0.0;2.1;9.8;SE;13.77;2.45
20-03-2011;21.0;26.7;18.0;82.0;100.0;57.3;0.0;2.4;8.3;SE;18.77;3.26
21-03-2011;20.5;26.3;17.7;87.9;100.0;52.9;2.2;1.0;5.8;;13.66;2.52
22-03-2011;19.7;21.6;18.1;92.3;100.0;77.3;1.8;0.9;6.8;L;6.89;1.24
23-03-2011;20.8;25.6;18.8;88.2;100.0;61.6;0.8;0.6;4.6;L;10.25;1.94
24-03-2011;21.4;26.5;18.3;88.4;100.0;57.5;0.0;0.6;6.5;NO;15.19;2.93
25-03-2011;23.2;29.9;18.2;81.1;100.0;45.4;0.2;0.4;4.9;O;19.31;3.88
26-03-2011;24.0;31.4;18.3;78.7;100.0;42.0;0.0;0.6;4.3;O;19.99;4.04
27-03-2011;24.4;32.1;19.5;80.9;100.0;43.3;29.0;0.7;6.2;O;20.29;4.09
28-03-2011;22.1;28.2;18.2;92.6;100.0;60.6;22.2;0.7;4.3;NE;12.47;2.42
29-03-2011;22.4;29.5;20.0;92.2;100.0;56.9;15.8;0.8;6.8;S;12.99;2.51
30-03-2011;21.9;26.8;18.7;87.1;100.0;62.2;0.0;1.3;5.3;SE;17.27;3.23
31-03-2011;22.0;28.0;17.7;82.1;100.0;54.7;0.0;1.0;4.7;SE;15.61;2.97
01-04-2011;23.0;29.9;17.4;79.0;100.0;48.2;0.0;0.9;4.6;SE;20.03;3.92
02-04-2011;21.2;27.0;18.4;92.3;100.0;63.2;0.0;0.6;5.9;O;9.29;1.76
03-04-2011;20.7;24.1;17.9;92.7;100.0;70.8;0.4;0.3;3.5;O;9.70;1.86
04-04-2011;20.5;25.6;18.6;95.4;100.0;65.8;2.2;0.7;4.6;NO;9.63;1.80
05-04-2011;20.3;25.1;18.0;94.7;100.0;63.5;3.6;0.4;4.1;O;9.80;1.87
06-04-2011;21.0;28.0;15.3;78.3;100.0;42.9;0.2;0.5;4.1;S;19.03;3.68
07-04-2011;21.2;28.0;15.8;70.5;100.0;39.2;0.0;0.8;4.4;SE;19.94;3.80
08-04-2011;22.1;28.2;19.4;67.7;82.4;41.1;0.0;0.6;4.1;S;1.60;0.13
09-04-2011;20.3;27.1;15.7;78.6;100.0;41.7;0.4;0.7;9.5;SE;14.23;2.67
10-04-2011;19.4;26.9;15.0;83.3;100.0;52.2;16.8;1.2;7.7;L;17.38;3.12
11-04-2011;20.2;27.2;15.4;89.0;100.0;56.7;0.2;0.5;5.3;N;16.54;3.14
12-04-2011;21.0;28.4;17.4;87.8;100.0;53.5;38.8;0.9;8.2;N;16.18;3.05
13-04-2011;18.2;22.7;16.9;98.3;100.0;69.5;12.8;0.4;6.1;O;7.21;1.30
14-04-2011;22.2;30.0;16.6;85.8;100.0;45.9;0.2;0.5;3.7;SO;18.86;3.72
15-04-2011;23.3;29.4;19.0;80.5;100.0;52.2;0.0;0.7;5.3;SE;17.26;3.41
16-04-2011;22.1;29.0;17.8;81.2;100.0;36.0;0.0;0.5;4.1;S;18.27;3.59
17-04-2011;22.3;29.4;17.9;82.5;100.0;43.3;0.0;0.7;3.8;S;18.71;3.65
18-04-2011;22.5;29.8;18.5;79.1;100.0;44.0;0.0;0.6;4.4;SE;18.62;3.67
19-04-2011;22.6;28.9;17.6;77.7;100.0;44.1;0.0;0.7;4.3;SE;17.45;3.41
20-04-2011;21.6;28.4;17.6;79.2;100.0;44.0;0.0;0.9;6.2;L;17.72;3.38
21-04-2011;21.4;29.5;16.6;82.8;100.0;42.4;0.2;0.4;4.1;N;18.08;3.53
22-04-2011;21.6;29.5;16.4;78.7;100.0;41.0;0.0;0.5;4.9;N;18.74;3.66
23-04-2011;21.7;29.4;16.4;77.0;100.0;40.4;0.0;0.5;6.2;NO;18.72;3.66
24-04-2011;21.8;28.1;17.7;79.7;100.0;50.7;0.0;0.8;5.5;SE;9.49;1.81
25-04-2011;21.3;28.2;17.7;76.2;92.7;41.9;0.0;1.2;5.0;SE;13.67;2.55
26-04-2011;18.8;23.1;16.6;82.4;95.7;62.5;0.0;1.9;5.9;SE;8.94;1.50
27-04-2011;16.4;20.3;15.1;89.5;100.0;67.6;21.2;1.9;6.2;SE;5.10;0.79
28-04-2011;17.3;20.7;15.0;93.9;100.0;71.2;0.2;0.9;5.5;L;9.34;1.61
29-04-2011;18.9;26.4;14.4;86.1;100.0;43.2;0.0;0.6;5.2;N;17.21;3.19
30-04-2011;19.7;27.4;14.5;78.0;100.0;33.0;0.2;0.5;5.5;N;17.84;3.36
01-05-2011;18.4;25.5;15.3;90.0;100.0;56.4;1.0;0.5;11.3;O;11.44;2.09
02-05-2011;17.0;19.4;12.5;98.7;100.0;81.8;1.8;0.3;4.1;O;4.44;0.77
03-05-2011;16.9;23.8;11.9;76.5;100.0;37.7;0.2;0.8;5.5;S;17.76;3.10
04-05-2011;18.6;26.3;13.1;73.1;92.6;46.8;0.0;0.8;5.2;S;17.55;3.19
05-05-2011;19.5;27.9;13.4;75.6;100.0;34.7;0.0;0.5;4.6;SO;17.30;3.25
06-05-2011;20.2;28.0;14.5;76.2;100.0;35.6;0.0;0.5;5.6;SO;17.22;3.28
07-05-2011;20.5;27.7;15.4;72.9;100.0;38.3;0.0;0.7;5.5;S;16.16;3.05
08-05-2011;19.9;27.1;14.8;75.1;100.0;42.8;0.2;0.5;5.2;O;15.83;3.00
09-05-2011;20.3;26.3;14.5;76.8;100.0;47.4;0.0;1.0;6.7;SE;16.71;3.09
10-05-2011;19.8;26.4;15.9;79.9;100.0;50.6;0.0;0.9;5.2;L;14.29;2.63
11-05-2011;19.3;25.5;15.8;84.0;100.0;48.8;0.0;0.4;5.6;NE;13.49;2.54
12-05-2011;20.7;27.7;16.0;76.4;100.0;42.0;0.0;0.7;5.2;SE;15.10;2.86
13-05-2011;19.3;25.3;15.7;76.6;92.1;53.6;0.0;1.6;6.2;SE;13.82;2.42
14-05-2011;18.6;25.2;14.6;81.1;100.0;54.3;0.0;1.1;5.6;SE;13.51;2.39
15-05-2011;18.7;25.5;14.2;80.6;100.0;50.5;5.2;0.9;6.5;O;13.90;2.50
16-05-2011;15.8;21.0;13.0;84.2;100.0;51.2;0.0;1.3;6.4;SE;16.28;2.68
17-05-2011;15.3;21.0;12.1;77.1;100.0;46.5;0.0;2.1;7.6;SE;15.24;2.36
18-05-2011;15.6;22.0;10.9;73.7;96.8;44.3;0.0;1.0;5.2;S;14.19;2.37
19-05-2011;16.1;23.1;11.5;77.9;100.0;41.2;0.0;0.5;4.7;O;13.56;2.37
20-05-2011;17.6;24.6;12.0;68.8;100.0;39.0;0.0;0.6;3.8;SE;13.65;2.45
21-05-2011;18.0;25.1;14.0;68.3;86.0;38.3;0.0;0.7;5.5;L;14.86;2.67
22-05-2011;16.8;23.5;12.8;72.0;90.9;41.4;0.0;0.9;6.1;L;16.46;2.87
23-05-2011;16.8;25.4;11.8;72.2;100.0;32.5;0.0;0.5;5.0;SO;16.21;2.88
24-05-2011;17.6;24.8;12.5;70.7;100.0;34.3;0.0;0.5;4.6;SE;15.04;2.72
25-05-2011;17.8;25.5;12.5;70.2;93.0;36.9;0.0;0.6;5.0;SO;14.76;2.66
26-05-2011;18.3;25.7;13.7;72.9;94.0;35.6;0.0;0.5;4.4;O;14.05;2.58
27-05-2011;18.1;24.8;14.5;75.3;91.8;45.1;0.0;1.0;5.8;SE;10.49;1.85
28-05-2011;16.0;21.8;12.5;78.0;96.5;49.7;0.0;1.8;7.0;SE;13.99;2.24
29-05-2011;14.7;22.0;10.4;66.5;91.7;36.6;0.0;1.4;5.0;SE;16.12;2.59
30-05-2011;15.0;23.2;9.6;68.5;91.0;32.9;0.0;1.1;5.5;SE;16.02;2.63
31-05-2011;16.9;24.7;11.2;71.6;100.0;38.1;0.0;0.8;6.1;SO;15.08;2.64
01-06-2011;17.0;24.2;12.2;66.0;97.2;33.6;0.0;0.7;6.4;SO;15.22;2.68
02-06-2011;17.6;25.4;11.7;69.0;89.9;38.7;0.0;0.6;6.5;O;13.96;2.50
03-06-2011;18.1;25.7;13.4;73.3;100.0;41.6;0.0;0.7;5.8;O;12.46;2.25
04-06-2011;16.4;23.1;10.6;73.1;100.0;40.5;0.0;0.9;7.1;S;15.08;2.59
05-06-2011;13.2;19.6;10.0;62.8;86.2;30.8;0.0;1.7;7.1;SE;16.05;2.43
06-06-2011;16.1;24.3;10.2;65.5;90.3;41.5;0.0;0.6;4.6;NE;14.55;2.54
07-06-2011;18.7;26.1;13.7;76.5;100.0;43.4;20.4;2.2;13.4;NO;10.97;1.83
08-06-2011;13.0;19.7;9.2;84.6;100.0;31.8;0.0;0.7;6.2;O;14.77;2.37
09-06-2011;12.4;18.8;10.1;99.8;100.0;79.4;23.4;0.7;9.1;SE;2.43;0.35
10-06-2011;14.3;19.3;11.1;93.5;100.0;60.7;0.2;0.3;3.5;O;9.62;1.63
11-06-2011;14.5;21.5;10.3;73.2;100.0;24.9;0.4;0.7;4.6;SE;14.71;2.47
12-06-2011;15.6;23.1;9.8;73.4;100.0;39.3;0.0;0.6;4.7;L;14.45;2.49
13-06-2011;17.5;25.1;12.5;78.9;100.0;41.7;0.2;0.5;4.4;SO;14.14;2.54
14-06-2011;16.6;21.8;13.4;66.7;86.2;35.1;0.0;1.6;5.9;SE;14.88;2.45
15-06-2011;15.7;22.6;11.3;70.3;91.6;39.8;0.0;1.0;5.9;SE;15.35;2.58
16-06-2011;15.9;23.2;11.8;72.4;100.0;36.8;0.0;0.5;5.5;L;15.06;2.63
17-06-2011;15.8;23.8;11.0;73.4;100.0;35.5;0.0;0.5;5.0;N;15.10;2.64
18-06-2011;16.4;24.9;10.6;75.1;100.0;37.7;0.2;0.4;4.3;SE;14.95;2.65
19-06-2011;17.5;25.0;12.3;73.5;100.0;35.4;0.0;0.5;4.6;O;14.90;2.69
20-06-2011;17.4;26.6;11.9;76.6;100.0;34.9;0.2;0.4;4.7;N;14.96;2.71
21-06-2011;18.3;26.7;12.6;74.8;100.0;35.7;0.0;0.8;5.2;O;14.72;2.65
22-06-2011;19.7;27.5;14.0;69.4;100.0;39.7;0.0;1.1;4.9;S;14.42;2.63
23-06-2011;18.4;26.0;13.5;76.6;100.0;42.4;0.0;0.7;5.5;S;14.64;2.65
24-06-2011;18.9;27.1;13.3;73.7;100.0;36.2;0.0;0.7;4.6;S;14.77;2.71
25-06-2011;18.6;26.2;13.8;76.3;100.0;40.1;0.0;0.7;5.0;SO;13.86;2.52
26-06-2011;17.8;25.0;12.9;83.0;100.0;45.8;0.2;1.2;7.0;O;11.14;1.92
27-06-2011;11.1;15.8;6.5;86.6;100.0;39.3;1.0;1.4;6.2;O;12.49;1.81
28-06-2011;11.1;19.7;5.8;67.4;100.0;19.5;0.2;1.0;4.0;S;15.63;2.36
29-06-2011;15.7;25.2;8.9;61.3;88.1;22.3;0.0;0.6;5.0;N;14.94;2.58
30-06-2011;18.4;27.3;12.5;75.3;100.0;37.0;0.0;0.5;6.4;N;14.18;2.61
01-07-2011;19.9;27.0;14.0;71.3;100.0;38.6;0.0;0.9;5.3;SO;13.78;2.55
02-07-2011;20.3;26.7;16.1;70.3;96.0;44.9;0.0;0.9;4.6;SE;12.09;2.24
03-07-2011;19.7;26.4;15.2;78.3;100.0;41.0;0.0;1.0;7.6;O;12.15;2.22
04-07-2011;14.3;16.8;10.7;98.6;100.0;81.9;0.0;0.4;3.8;SO;2.82;0.44
05-07-2011;14.6;20.9;10.1;88.3;100.0;57.0;0.0;0.6;4.3;O;11.04;1.85
06-07-2011;17.5;22.9;11.8;68.8;93.2;42.8;0.0;1.1;6.7;SO;8.71;0.71
07-07-2011;15.1;22.0;10.4;77.5;96.7;49.0;0.0;1.2;6.8;SO;13.25;2.16
08-07-2011;14.7;23.3;9.6;63.2;91.7;23.7;0.0;1.0;4.1;S;15.78;2.60
09-07-2011;14.9;24.6;5.6;57.6;85.2;28.1;0.0;0.8;4.3;S;15.76;2.64
10-07-2011;17.9;27.6;10.9;67.0;85.8;36.6;0.0;0.5;5.6;N;15.16;2.76
11-07-2011;19.2;28.5;12.6;71.2;94.8;35.0;0.0;0.5;4.6;N;14.68;2.74
12-07-2011;18.3;27.4;13.3;72.5;93.5;36.3;0.0;0.4;4.1;N;13.54;2.49
13-07-2011;17.5;26.8;11.9;70.1;92.4;31.2;0.0;0.6;5.2;O;14.75;2.64
14-07-2011;17.2;27.2;10.9;66.7;90.8;27.6;0.0;0.6;4.0;NO;15.27;2.73
15-07-2011;16.5;26.3;10.1;64.5;91.7;23.8;0.0;0.9;5.2;O;15.82;2.74
16-07-2011;18.0;28.0;10.5;60.6;84.3;27.8;0.0;0.8;4.6;SO;14.95;2.67
17-07-2011;19.1;28.7;12.5;65.8;89.5;30.9;0.0;0.7;4.9;O;13.71;2.52
18-07-2011;18.7;26.5;13.6;72.5;92.1;44.6;0.0;0.6;4.3;SO;10.98;2.01
19-07-2011;21.0;28.6;16.0;61.8;79.7;34.9;0.0;0.9;5.8;S;12.57;2.37
20-07-2011;21.5;29.1;15.4;65.2;85.3;36.7;0.0;0.9;6.2;L;15.14;2.87
21-07-2011;19.2;27.5;12.9;69.5;95.7;30.9;0.0;0.9;6.4;NO;15.43;2.81
22-07-2011;18.5;24.3;14.4;78.3;90.3;52.0;0.0;1.4;6.4;SE;7.68;1.32
23-07-2011;17.7;25.3;13.3;74.7;90.8;46.6;0.0;2.0;6.8;SE;14.71;2.43
24-07-2011;18.1;25.1;13.2;70.1;91.6;43.2;0.0;1.2;6.8;L;15.46;2.71
25-07-2011;17.6;24.3;12.3;68.2;84.5;47.1;0.0;1.2;6.1;L;13.48;2.33
26-07-2011;17.6;25.6;12.2;70.7;90.2;33.0;0.0;0.8;6.4;NE;15.55;2.76
27-07-2011;17.6;26.0;12.3;68.4;92.2;33.2;0.0;0.7;5.2;SE;15.15;2.71
28-07-2011;17.4;26.1;11.7;68.9;88.1;36.5;0.0;0.6;5.5;N;14.28;2.55
29-07-2011;18.3;27.5;12.3;67.8;93.6;32.5;0.0;0.7;6.4;NO;14.43;2.61
30-07-2011;18.9;27.7;12.6;66.0;90.3;32.2;0.0;1.1;7.1;O;10.77;1.92
31-07-2011;19.5;26.8;14.2;67.5;92.5;35.5;0.0;0.8;5.8;N;12.38;2.28
01-08-2011;20.8;29.9;14.3;59.7;87.0;25.7;0.0;1.0;6.7;NO;13.79;2.58
02-08-2011;16.1;18.6;11.8;87.1;96.8;75.7;1.2;1.5;6.1;O;5.79;0.93
03-08-2011;10.4;15.1;7.4;85.5;97.9;45.8;9.6;0.8;5.8;O;4.09;0.58
04-08-2011;8.5;17.0;2.1;72.9;100.0;28.2;0.2;0.9;4.3;SO;18.37;2.60
05-08-2011;13.1;25.7;2.9;59.1;95.2;17.2;0.0;0.9;5.2;S;16.18;2.59
06-08-2011;19.9;30.1;12.0;66.0;90.4;31.1;0.0;0.8;6.1;O;16.74;3.11
07-08-2011;21.8;31.5;14.8;67.7;96.1;30.3;0.0;0.6;5.0;NO;17.03;3.31
08-08-2011;21.6;30.9;16.1;66.0;90.6;28.4;0.0;0.6;6.8;O;15.70;3.04
09-08-2011;19.9;29.9;13.9;66.1;89.8;31.1;0.0;0.9;8.9;O;12.83;2.36
10-08-2011;18.1;24.4;14.2;73.1;90.0;42.8;0.0;2.2;8.0;SE;17.55;2.90
11-08-2011;18.5;26.6;12.9;68.3;92.3;34.5;0.0;1.4;5.8;SE;17.98;3.15
12-08-2011;19.2;28.7;13.3;64.0;85.2;27.9;0.0;0.7;5.0;NE;18.10;3.34
13-08-2011;21.2;31.7;12.2;54.6;92.5;18.6;0.0;0.7;5.6;SO;18.22;3.49
14-08-2011;22.0;31.1;13.5;51.1;85.3;20.4;0.0;1.2;7.3;S;17.90;3.39
15-08-2011;21.1;29.8;14.1;57.2;86.7;24.7;0.0;1.4;6.5;L;17.65;3.26
16-08-2011;19.7;28.4;12.7;50.1;82.7;17.4;0.0;1.2;8.3;N;18.70;3.40
17-08-2011;20.1;30.6;10.9;50.2;82.6;21.5;0.0;0.8;5.0;SO;17.80;3.33
18-08-2011;21.7;30.7;15.6;47.1;72.2;18.5;0.0;0.8;5.5;L;17.60;3.38
19-08-2011;22.5;31.4;13.0;43.2;82.8;21.6;0.0;1.2;8.8;NO;17.16;3.29
20-08-2011;19.5;23.2;15.3;80.1;99.1;39.7;4.4;1.1;5.9;O;5.28;0.93
21-08-2011;12.9;16.1;10.6;90.5;99.4;75.7;0.2;2.1;7.1;S;6.81;0.96
22-08-2011;16.9;24.8;10.3;74.9;93.0;49.6;0.0;1.9;6.8;SE;17.35;2.84
23-08-2011;19.3;26.9;14.5;74.4;95.0;41.8;1.2;1.0;4.9;NE;11.51;2.07
24-08-2011;21.0;29.8;13.8;67.5;96.8;31.5;0.0;1.1;4.7;SE;17.65;3.29
25-08-2011;21.0;29.0;16.9;66.8;84.6;31.9;0.0;1.0;5.2;L;13.42;2.51
26-08-2011;21.4;29.7;14.3;62.5;90.0;30.8;0.0;0.7;4.6;SE;14.98;2.87
27-08-2011;21.9;30.5;16.4;57.6;82.9;25.6;0.0;1.4;6.4;L;19.36;3.63
28-08-2011;22.5;32.0;15.7;51.7;76.6;22.1;0.0;0.7;6.4;NE;19.27;3.77
29-08-2011;22.7;32.8;14.8;54.1;85.4;23.2;0.0;0.8;5.8;NO;19.33;3.79
30-08-2011;23.1;32.7;14.8;51.1;81.9;23.3;0.0;1.1;8.2;NO;18.24;3.55
31-08-2011;16.6;22.4;10.0;86.3;97.9;62.6;13.8;1.7;8.5;SE;4.27;0.68
01-09-2011;14.3;23.1;7.6;68.1;94.6;34.6;0.0;1.7;7.4;SE;21.65;3.37
02-09-2011;13.7;22.1;8.2;56.3;84.2;26.0;0.0;2.4;8.3;SE;21.91;3.22
03-09-2011;17.2;28.6;8.8;50.1;77.3;16.7;0.0;1.3;6.1;SE;21.93;3.77
04-09-2011;19.9;31.4;12.4;38.0;65.2;11.3;0.0;0.8;4.6;L;21.92;4.10
05-09-2011;20.5;32.0;11.1;43.4;78.9;11.5;0.0;1.1;7.1;O;21.71;4.04
06-09-2011;21.6;32.5;11.4;43.9;72.8;11.2;0.0;1.1;5.9;O;21.27;4.03
07-09-2011;22.2;32.5;12.5;51.4;89.8;12.9;0.0;1.0;6.1;O;19.74;3.79
08-09-2011;22.2;32.6;13.7;45.1;76.9;13.3;0.0;1.1;8.5;O;19.22;3.67
09-09-2011;21.7;30.6;14.4;49.2;69.9;28.4;0.0;1.6;7.6;SO;17.01;3.14
10-09-2011;21.1;28.1;16.2;60.2;80.4;36.6;0.0;0.8;4.6;S;12.12;2.29
11-09-2011;18.9;23.6;16.1;86.3;98.0;64.9;3.2;0.6;5.0;SE;5.83;1.05
12-09-2011;19.9;28.5;12.5;60.2;86.6;34.4;0.0;1.8;7.0;SE;20.89;3.69
13-09-2011;22.5;31.1;15.9;59.8;80.2;32.4;0.0;1.6;7.1;SE;19.91;3.73
14-09-2011;18.9;27.6;14.4;69.4;84.9;44.4;0.0;2.8;8.8;SE;20.24;3.30
15-09-2011;21.2;29.2;14.9;62.0;85.0;36.0;0.0;1.7;8.2;L;21.42;3.90
16-09-2011;20.7;27.5;16.0;60.6;82.0;33.2;0.0;1.3;7.4;L;19.77;3.64
17-09-2011;19.8;27.4;14.0;57.1;83.6;28.9;0.0;1.3;7.0;L;22.24;4.03
