Dia;TMedia;TMax;TMin;RHMedia;RHMax;RHMmin;Chuva;VMed;VMax;VDir;RadS;Eto
18-09-2011;20.3;28.4;15.2;50.2;73.6;26.0;0.0;1.5;7.1;L;22.84;4.14
19-09-2011;20.4;28.7;14.5;49.5;77.5;23.6;0.0;1.1;7.7;L;23.03;4.27
20-09-2011;19.8;29.7;11.1;52.0;81.9;22.5;0.0;0.7;6.2;N;22.11;4.15
21-09-2011;20.1;29.5;13.4;56.9;88.3;22.8;0.2;0.8;6.7;SO;14.45;2.70
22-09-2011;23.2;32.2;14.0;53.2;87.8;21.8;0.0;1.0;5.0;S;21.42;4.19
23-09-2011;24.5;33.7;17.2;48.0;82.2;18.0;0.0;2.0;9.1;L;18.83;3.61
24-09-2011;18.0;24.9;12.5;74.8;94.7;49.3;0.0;1.7;7.7;S;14.73;2.49
25-09-2011;17.9;26.9;11.5;63.5;89.9;32.0;0.0;2.7;8.6;SE;23.50;3.78
26-09-2011;20.8;29.7;13.2;59.7;82.9;34.2;0.8;1.6;6.4;L;22.29;4.04
27-09-2011;22.7;30.5;14.9;55.3;82.4;32.2;0.2;1.0;5.5;L;19.81;3.84
28-09-2011;23.0;32.2;14.9;52.8;78.4;21.6;0.0;1.6;5.8;SE;22.11;4.19
29-09-2011;24.3;34.0;15.9;46.8;78.7;19.2;0.0;1.2;7.0;SE;22.66;4.48
30-09-2011;25.6;34.7;16.3;37.1;69.5;15.7;0.0;1.0;5.6;S;21.98;4.46
01-10-2011;25.9;34.0;16.8;38.4;69.2;22.1;0.0;1.3;7.7;NO;19.15;3.86
02-10-2011;21.2;27.6;16.8;70.1;98.2;43.3;7.4;1.1;6.7;SO;9.17;1.70
03-10-2011;20.2;28.1;14.0;72.6;99.6;36.5;0.2;1.2;6.4;SE;23.47;4.31
04-10-2011;20.5;28.9;14.8;61.5;85.7;29.6;0.0;2.2;8.3;SE;22.83;4.00
05-10-2011;20.6;28.7;15.8;74.1;98.3;44.2;14.4;1.3;7.3;NE;18.40;3.37
06-10-2011;22.3;30.6;15.9;68.2;98.8;27.8;0.2;0.7;5.0;L;23.55;4.60
07-10-2011;23.3;32.2;16.8;58.5;90.8;21.7;0.0;0.9;6.2;L;24.46;4.83
08-10-2011;22.2;31.9;16.5;67.6;91.7;31.6;1.6;0.9;9.2;L;15.14;2.91
09-10-2011;20.3;27.6;16.9;85.7;99.6;50.2;16.6;1.0;8.6;NO;8.27;1.51
10-10-2011;21.7;27.9;17.2;82.1;99.5;54.2;0.0;1.0;6.2;NO;17.69;3.37
11-10-2011;23.2;30.4;18.7;78.9;97.4;48.2;2.8;1.1;7.4;S;15.46;2.99
12-10-2011;23.8;31.0;18.1;67.7;89.8;42.0;0.0;1.5;6.1;L;20.03;3.84
13-10-2011;21.3;25.4;17.9;90.6;99.6;70.2;42.6;0.7;5.5;NE;10.41;1.98
14-10-2011;19.4;22.0;18.4;98.8;100.0;88.4;38.0;0.6;5.2;NE;2.40;0.43
15-10-2011;20.3;26.2;18.5;96.6;100.0;73.0;26.0;0.6;7.0;NO;7.80;1.45
16-10-2011;20.4;25.5;17.3;95.1;100.0;74.7;6.4;1.4;5.6;NO;9.53;1.71
17-10-2011;18.4;23.0;15.0;85.3;97.9;69.5;0.0;2.2;8.2;SE;18.18;3.01
18-10-2011;18.4;25.7;13.8;70.0;92.2;43.6;0.0;2.7;9.1;SE;24.28;3.92
19-10-2011;18.6;26.2;12.7;65.4;83.8;40.5;0.0;1.8;6.1;SE;24.38;4.16
20-10-2011;19.0;26.7;13.1;65.9;90.1;37.3;0.0;1.8;6.8;SE;23.98;4.13
21-10-2011;18.9;26.6;12.4;63.5;88.0;34.1;0.0;1.4;8.0;SE;24.27;4.29
22-10-2011;19.3;24.1;15.5;62.6;85.4;46.9;0.0;1.3;6.4;L;20.73;3.70
23-10-2011;19.3;26.7;14.7;79.2;100.0;47.6;46.4;0.8;5.6;NE;17.44;3.21
24-10-2011;20.4;28.1;14.4;78.4;100.0;43.7;0.2;0.9;5.9;NE;23.39;4.38
25-10-2011;21.0;29.3;15.6;78.6;99.3;45.6;15.6;1.1;14.5;N;18.46;3.45
26-10-2011;19.0;25.2;15.1;92.5;100.0;67.0;0.2;0.5;4.6;NO;10.98;2.02
27-10-2011;21.5;29.5;15.8;77.9;100.0;34.8;0.2;0.8;6.7;O;22.36;4.28
28-10-2011;23.7;31.2;15.8;66.6;95.7;38.9;0.0;1.0;7.4;O;24.63;4.85
29-10-2011;24.1;32.6;16.9;64.0;98.4;33.3;13.8;1.0;10.0;SE;22.62;4.48
30-10-2011;19.9;23.6;16.8;86.0;99.1;67.3;2.8;1.0;5.9;O;11.66;2.12
31-10-2011;16.6;22.1;12.9;79.8;95.3;59.3;0.2;2.5;8.5;SE;13.94;2.16
01-11-2011;16.2;22.7;10.8;63.1;88.9;37.8;0.0;2.6;7.7;SE;27.91;4.31
02-11-2011;16.9;24.5;11.1;60.8;83.6;33.5;0.0;2.2;8.8;SE;25.37;4.10
03-11-2011;18.2;26.7;11.3;65.3;86.0;35.5;0.0;1.7;6.8;SE;24.46;4.19
04-11-2011;20.9;30.1;12.1;62.2;90.6;27.6;0.0;1.4;5.5;SE;27.09;5.00
05-11-2011;22.9;30.5;16.7;59.1;79.2;32.1;0.0;1.0;5.2;L;24.58;4.78
06-11-2011;22.4;28.5;16.4;61.0;83.1;44.4;0.0;1.0;6.1;N;19.37;3.74
07-11-2011;20.6;25.8;16.0;75.0;95.9;49.0;1.6;0.4;6.5;NE;11.18;2.14
08-11-2011;21.4;29.7;14.2;68.6;97.9;32.7;0.2;0.7;4.0;SE;25.67;4.95
09-11-2011;22.4;30.2;15.3;67.9;93.2;39.4;0.0;0.7;4.9;NE;24.16;4.74
10-11-2011;22.8;31.3;15.8;66.9;93.4;34.1;0.0;0.5;3.8;NE;26.02;5.18
11-11-2011;23.5;31.2;17.2;64.5;88.5;37.2;0.0;0.9;6.4;SE;18.97;3.73
12-11-2011;22.9;31.1;18.7;74.5;97.3;39.9;1.6;1.5;7.1;SE;19.24;3.65
13-11-2011;21.4;27.8;17.8;80.2;96.2;52.9;1.6;1.3;8.0;SE;16.42;3.05
14-11-2011;19.2;22.6;17.6;95.1;99.8;81.1;38.6;0.7;5.0;NE;7.63;1.38
15-11-2011;18.8;23.7;16.0;96.8;100.0;79.5;53.0;1.4;10.0;NO;9.86;1.70
16-11-2011;18.4;24.1;14.6;82.9;97.6;58.1;0.0;2.0;7.9;SE;20.41;3.42
17-11-2011;19.0;26.1;13.1;71.9;90.5;46.9;0.0;1.5;6.2;SE;21.26;3.74
18-11-2011;19.4;26.8;12.1;64.3;89.9;42.4;0.0;1.7;7.3;SE;23.85;4.19
19-11-2011;19.6;27.8;13.0;71.8;91.5;41.4;0.0;1.8;7.7;SE;23.55;4.11
20-11-2011;21.0;28.3;14.2;70.6;94.9;39.7;0.0;1.1;5.9;L;26.04;4.88
21-11-2011;23.2;31.6;17.9;69.5;86.0;34.7;0.0;1.0;5.8;L;24.12;4.72
22-11-2011;21.1;25.3;18.3;90.0;97.2;68.9;15.4;1.1;7.3;NO;9.95;1.84
23-11-2011;20.4;27.1;13.9;75.1;100.0;42.2;0.2;0.8;4.4;SO;24.98;4.70
24-11-2011;22.6;30.0;14.7;60.6;96.6;31.3;0.0;0.9;5.0;SE;26.76;5.22
25-11-2011;24.6;31.7;17.9;50.6;73.7;30.7;0.0;1.1;5.3;SE;25.78;5.13
26-11-2011;23.6;30.9;16.5;69.0;97.3;45.7;26.2;1.8;10.1;L;24.33;4.60
27-11-2011;21.4;28.6;15.7;77.8;98.9;46.4;3.4;1.0;5.2;L;24.74;4.68
28-11-2011;22.2;29.8;16.8;75.8;98.8;43.8;0.0;0.8;4.9;L;23.14;4.49
29-11-2011;21.3;28.8;16.7;82.1;97.5;49.7;1.2;0.7;4.4;L;20.43;3.93
30-11-2011;22.1;29.6;18.3;83.0;97.0;47.3;6.6;0.9;7.9;N;20.56;3.96
01-12-2011;20.7;29.0;16.0;87.2;99.1;55.1;9.2;1.0;9.4;NO;20.42;3.80
02-12-2011;20.3;28.1;14.7;85.8;100.0;52.7;19.6;1.4;6.7;SE;23.89;4.33
03-12-2011;20.3;28.1;13.5;78.4;96.6;46.1;0.0;1.5;6.2;SE;23.49;4.24
04-12-2011;22.3;30.1;16.4;76.0;95.1;37.3;0.0;1.2;5.6;L;22.66;4.31
05-12-2011;23.6;31.2;18.0;73.8;94.8;41.9;0.0;1.4;5.2;L;27.06;5.22
06-12-2011;21.7;30.3;17.7;83.6;98.1;48.4;8.8;0.9;8.0;L;19.55;3.73
07-12-2011;22.5;28.6;17.5;82.2;98.2;54.2;0.0;0.6;4.7;NE;22.62;4.46
08-12-2011;22.4;27.5;19.2;86.0;99.6;58.0;14.2;0.9;6.8;N;17.43;3.36
09-12-2011;20.3;23.2;19.0;98.7;100.0;87.7;66.2;0.6;5.0;N;6.66;1.23
10-12-2011;20.3;25.6;17.3;90.0;100.0;64.7;18.6;0.7;5.0;S;13.07;2.45
11-12-2011;21.2;28.8;14.9;72.1;96.0;40.0;0.0;0.9;3.7;SE;26.31;4.99
12-12-2011;23.2;31.1;15.7;62.2;91.2;33.5;0.0;0.9;4.4;SE;29.92;5.89
13-12-2011;23.5;31.3;16.3;69.9;91.8;36.8;0.0;0.8;7.0;L;25.57;5.08
14-12-2011;22.9;28.9;18.2;77.7;96.3;50.7;5.4;0.8;5.3;N;19.64;3.86
15-12-2011;21.0;26.0;18.8;91.3;99.1;67.7;13.0;1.0;5.9;NO;12.68;2.36
16-12-2011;21.7;29.1;16.1;73.4;99.1;33.9;0.0;0.9;5.8;O;27.95;5.35
17-12-2011;22.0;29.8;14.8;69.9;96.0;32.9;0.0;1.0;6.5;O;26.32;5.04
18-12-2011;21.2;28.5;16.7;84.4;98.5;50.4;5.6;1.0;7.7;O;18.19;3.41
19-12-2011;22.1;30.1;15.6;72.3;99.8;27.2;0.2;0.9;6.5;O;29.28;5.64
20-12-2011;22.5;29.4;16.5;76.8;95.1;45.7;0.0;0.7;6.2;NO;22.35;4.38
21-12-2011;23.2;30.9;16.7;73.3;95.5;37.6;6.2;0.6;6.1;L;23.10;4.60
22-12-2011;22.5;31.4;16.0;74.5;98.8;37.6;11.0;1.0;7.4;NO;26.08;5.05
23-12-2011;22.5;30.9;16.3;79.0;100.0;43.4;0.2;0.7;5.2;NO;24.90;4.90
24-12-2011;24.3;32.1;18.3;73.2;96.7;38.9;1.6;1.1;5.9;NO;26.39;5.23
25-12-2011;22.8;30.4;17.9;81.6;98.0;52.4;17.0;1.2;7.9;SE;20.71;3.98
26-12-2011;22.2;27.6;18.8;78.2;91.5;58.5;0.0;2.2;6.8;SE;25.36;4.57
27-12-2011;22.3;29.3;17.3;77.5;93.7;51.8;0.0;1.0;4.7;SE;19.65;3.77
28-12-2011;22.8;30.4;17.5;78.9;97.9;47.3;0.8;1.1;6.2;L;23.44;4.52
29-12-2011;21.2;27.4;16.6;82.4;97.3;61.8;0.2;1.1;4.7;SE;15.35;2.87
30-12-2011;21.7;28.4;16.8;83.8;98.7;54.4;7.6;0.6;5.5;O;17.19;3.33
31-12-2011;20.9;25.3;18.6;95.6;100.0;68.6;34.8;0.6;7.0;N;8.89;1.67
01-01-2012;20.0;22.8;17.1;97.8;100.0;88.7;21.2;0.9;5.8;NO;6.70;1.21
02-01-2012;19.8;26.2;16.2;87.3;98.8;58.6;0.0;0.7;4.1;S;16.34;3.05
03-01-2012;21.9;29.4;15.5;79.1;98.5;41.9;0.2;0.7;5.9;O;24.48;4.76
04-01-2012;23.1;31.0;16.9;73.1;98.8;31.7;0.0;0.7;6.5;O;27.18;5.40
05-01-2012;23.1;30.6;17.6;71.7;93.8;41.9;1.0;1.1;6.4;L;23.16;4.48
06-01-2012;21.7;30.2;17.8;83.1;99.1;47.2;16.2;0.8;7.6;N;21.37;4.10
07-01-2012;20.9;28.7;17.9;85.4;98.9;48.2;4.2;1.1;6.2;L;18.65;3.48
08-01-2012;21.2;29.2;17.4;82.6;98.3;50.4;6.4;1.1;8.3;L;18.91;3.53
09-01-2012;20.5;26.2;17.1;86.1;98.8;61.4;0.0;0.9;5.5;L;15.88;2.95
10-01-2012;18.3;20.7;15.5;96.0;100.0;85.0;22.0;0.9;6.1;NE;6.22;1.08
11-01-2012;18.5;21.0;17.4;97.2;100.0;81.7;35.4;0.9;6.8;NE;7.06;1.24
12-01-2012;19.6;25.4;15.6;85.7;100.0;61.1;0.0;0.6;5.2;N;14.33;2.67
13-01-2012;20.7;27.0;15.8;81.7;98.8;54.7;0.0;0.7;6.5;N;14.57;2.76
14-01-2012;20.9;25.2;18.4;90.6;99.9;70.3;17.0;2.0;8.5;NO;11.41;2.00
15-01-2012;21.9;28.7;18.7;88.1;99.8;56.2;12.0;1.3;7.1;NO;17.44;3.27
16-01-2012;20.6;25.9;18.3;93.6;100.0;65.9;9.8;0.8;5.5;N;15.10;2.84
17-01-2012;21.2;28.7;17.6;89.5;100.0;54.5;93.0;0.8;7.7;NE;18.90;3.59
18-01-2012;20.0;26.4;17.3;90.5;100.0;59.6;23.4;0.5;7.4;NE;15.23;2.88
19-01-2012;21.0;28.6;17.4;88.4;100.0;52.9;36.4;0.7;7.1;NE;19.83;3.78
20-01-2012;20.0;25.5;17.6;93.9;100.0;67.1;5.0;0.8;5.0;N;11.15;2.06
21-01-2012;20.6;29.5;17.3;87.8;99.8;40.9;3.4;0.7;6.8;SO;17.08;3.22
22-01-2012;21.2;28.4;16.9;84.7;99.2;53.8;16.8;0.8;7.6;SE;17.96;3.41
23-01-2012;21.4;28.5;17.4;86.1;99.9;55.5;8.2;0.8;5.9;N;17.55;3.34
24-01-2012;21.4;27.0;17.6;88.4;100.0;62.2;0.2;0.6;5.9;N;13.59;2.61
25-01-2012;22.6;28.8;18.2;83.2;99.0;48.5;0.0;0.7;6.7;NO;19.00;3.73
26-01-2012;21.7;27.1;17.7;88.7;99.7;62.0;7.0;0.9;5.3;S;12.55;2.38
27-01-2012;19.8;26.3;16.1;90.5;98.9;69.9;11.4;1.4;6.1;S;16.93;3.02
28-01-2012;18.2;22.4;15.7;95.9;100.0;80.9;10.2;0.6;4.3;S;7.45;1.33
29-01-2012;21.4;28.3;16.3;73.7;98.8;40.8;0.0;1.1;6.5;SE;24.54;4.62
30-01-2012;21.4;28.1;13.8;62.4;97.0;26.9;0.0;1.2;4.6;S;28.27;5.31
31-01-2012;22.9;30.7;14.4;62.8;87.0;34.6;0.0;1.1;5.3;SE;27.02;5.24
01-02-2012;23.1;30.9;18.1;73.4;94.8;36.1;0.0;0.8;5.9;NE;26.14;5.14
02-02-2012;22.0;29.8;15.7;78.3;98.0;42.7;0.4;0.7;5.8;NE;21.83;4.24
03-02-2012;23.3;31.4;17.3;73.1;98.0;37.2;0.2;0.6;5.5;NE;27.20;5.46
04-02-2012;23.1;31.3;16.2;68.4;93.9;30.8;0.0;0.7;6.4;L;26.60;5.26
05-02-2012;23.3;31.6;16.1;66.1;93.6;32.9;0.0;0.7;5.0;N;26.98;5.36
06-02-2012;23.6;31.9;16.3;65.2;91.0;29.8;0.0;0.8;4.6;O;24.27;4.82
07-02-2012;24.6;33.1;17.4;64.0;91.8;31.1;0.0;0.9;4.1;SO;24.60;4.95
08-02-2012;26.3;34.2;19.4;56.9;83.4;28.7;0.0;0.9;5.0;S;24.13;4.98
09-02-2012;25.5;33.2;19.3;63.9;87.0;33.7;0.0;0.8;5.3;SO;20.52;4.20
10-02-2012;24.2;30.0;19.6;77.7;98.6;47.9;18.0;1.0;7.1;N;23.95;4.76
11-02-2012;21.6;29.6;18.7;89.5;100.0;54.0;30.8;0.8;6.7;NE;14.89;2.85
12-02-2012;21.5;27.7;18.6;89.5;100.0;57.1;62.2;0.7;5.9;N;14.61;2.80
13-02-2012;22.0;27.5;18.6;86.0;100.0;58.8;0.0;0.9;5.8;L;15.85;3.03
14-02-2012;22.8;29.9;18.5;77.2;95.6;37.7;1.6;1.1;6.5;L;22.75;4.38
15-02-2012;23.0;31.0;16.9;75.0;98.8;37.1;0.0;0.8;5.3;SE;23.47;4.62
16-02-2012;23.9;30.6;19.2;72.2;90.4;43.5;0.0;1.0;4.9;;24.18;4.77
17-02-2012;23.6;31.6;18.6;73.1;94.2;35.0;0.8;0.9;5.2;L;26.32;5.21
18-02-2012;23.5;31.3;18.0;73.3;97.0;38.8;0.0;0.8;5.0;L;25.99;5.16
19-02-2012;22.9;29.8;17.8;78.7;94.8;49.0;0.2;0.7;4.9;O;18.88;3.73
20-02-2012;21.6;28.9;18.9;87.2;98.1;56.2;5.6;0.8;4.9;SO;9.48;1.80
21-02-2012;21.8;28.9;17.6;85.4;100.0;53.9;1.6;0.8;4.9;N;17.75;3.41
22-02-2012;21.7;27.4;18.2;87.3;99.2;61.2;0.2;0.8;5.9;NO;16.63;3.19
23-02-2012;22.4;30.4;18.6;85.1;99.8;46.8;16.6;0.8;4.9;O;19.83;3.86
24-02-2012;22.8;29.8;18.4;86.1;100.0;54.8;0.0;0.6;4.3;S;18.83;3.72
25-02-2012;22.6;30.4;19.3;88.6;99.4;56.8;0.0;0.6;5.6;L;13.46;2.65
26-02-2012;23.7;30.3;19.5;84.1;99.6;52.0;3.0;0.8;5.8;NO;18.80;3.73
27-02-2012;22.2;30.2;19.0;87.7;99.0;54.4;7.2;0.8;6.4;S;14.16;2.73
28-02-2012;24.2;32.7;18.7;73.6;98.2;32.1;1.0;0.8;4.7;SO;25.20;5.05
29-02-2012;24.8;33.1;18.1;68.7;91.9;34.4;3.4;1.0;5.9;O;23.77;4.77
01-03-2012;23.4;32.3;17.1;78.3;98.3;42.8;9.0;1.0;5.2;SO;18.10;3.54
02-03-2012;22.6;31.4;16.4;80.1;98.6;47.7;11.4;0.8;10.6;SO;21.82;4.27
03-03-2012;22.5;29.7;19.0;81.9;94.0;54.9;0.2;1.3;5.6;SE;12.30;2.32
04-03-2012;23.1;30.3;17.6;75.4;96.0;42.4;0.0;0.8;5.2;L;24.25;4.78
05-03-2012;23.2;29.9;18.6;74.3;97.6;40.7;2.4;1.0;5.6;SE;24.35;4.76
06-03-2012;24.2;30.9;19.2;68.6;90.0;35.6;0.0;1.2;6.2;SE;23.60;4.64
07-03-2012;23.1;29.9;17.8;66.6;87.2;35.8;0.0;1.2;5.8;SE;23.97;4.64
08-03-2012;22.5;29.4;17.7;71.2;87.3;42.5;0.0;1.0;5.3;SE;19.88;3.84
09-03-2012;23.6;30.9;18.7;69.6;93.1;38.2;0.6;1.0;5.0;SE;20.38;4.01
10-03-2012;20.6;27.5;17.9;84.4;98.4;57.2;5.6;0.9;7.1;SE;10.00;1.86
11-03-2012;21.3;27.5;16.8;83.5;100.0;53.1;0.0;0.6;4.6;S;18.26;3.53
12-03-2012;22.4;30.1;16.7;78.7;97.7;42.8;0.0;0.5;3.7;O;21.41;4.25
13-03-2012;22.4;30.1;18.1;80.3;97.2;49.3;0.2;0.6;4.6;O;18.79;3.69
14-03-2012;22.5;30.0;16.6;79.7;98.5;44.8;0.2;0.7;5.8;O;20.12;3.93
15-03-2012;22.6;30.0;17.3;81.9;98.7;47.3;1.2;0.9;9.2;O;20.72;4.03
16-03-2012;20.8;24.5;17.9;89.7;99.4;70.2;1.2;0.8;5.2;SE;9.48;1.77
17-03-2012;21.0;25.4;17.7;81.1;93.7;66.2;0.0;1.8;5.9;SE;13.27;2.36
18-03-2012;21.1;28.2;15.8;72.7;89.9;51.1;0.0;1.6;5.5;SE;20.36;3.71
19-03-2012;21.2;28.9;16.0;73.2;98.8;37.1;0.0;0.9;5.8;L;22.52;4.28
20-03-2012;21.9;29.2;16.6;76.2;97.9;40.8;0.0;0.7;4.6;SE;22.48;4.37
21-03-2012;22.4;29.7;16.3;75.0;97.0;42.7;0.0;0.8;5.6;O;18.93;3.69
22-03-2012;23.1;30.4;17.4;76.3;98.3;42.0;0.0;1.1;9.5;O;21.88;4.25
23-03-2012;20.3;25.2;17.5;90.4;100.0;68.0;8.2;1.1;6.2;NO;13.96;2.55
24-03-2012;21.1;27.8;17.9;87.6;100.0;51.7;1.8;0.6;4.1;NO;16.71;3.22
25-03-2012;22.3;29.4;16.8;79.0;99.7;41.3;0.2;0.7;4.7;SO;19.95;3.90
26-03-2012;23.9;32.4;17.6;74.4;97.6;34.8;0.0;0.6;4.7;SO;23.07;4.64
27-03-2012;23.0;28.5;19.6;79.9;94.1;56.4;0.0;1.0;6.4;O;15.42;2.98
28-03-2012;20.8;26.6;16.8;85.4;99.6;57.5;0.0;0.7;4.1;O;13.31;2.52
29-03-2012;21.4;28.9;15.3;82.1;98.3;46.6;0.2;0.7;5.0;S;18.52;3.55
30-03-2012;21.6;29.0;17.1;80.1;98.8;50.3;0.0;0.9;4.7;SE;18.10;3.46
31-03-2012;21.6;29.2;16.6;77.2;98.8;46.4;0.0;1.2;5.3;SE;20.53;3.85
01-04-2012;22.1;30.3;16.9;72.8;92.5;36.5;0.0;1.2;4.6;SE;20.04;3.80
02-04-2012;22.1;30.2;15.9;72.6;97.1;33.9;0.0;1.0;5.8;SO;19.63;3.75
03-04-2012;22.9;30.7;16.6;71.3;94.7;37.5;0.0;0.8;4.9;L;20.27;3.97
04-04-2012;22.4;30.4;17.3;75.9;97.4;40.0;0.0;0.8;5.6;O;20.60;4.00
05-04-2012;23.6;31.4;16.9;71.7;97.4;38.2;0.0;0.8;5.6;O;19.23;3.82
06-04-2012;23.9;29.2;19.0;75.7;96.2;51.8;0.0;1.0;6.4;SO;17.08;3.36
07-04-2012;23.4;31.8;17.0;75.8;100.0;37.8;0.2;0.6;4.1;S;21.05;4.21
08-04-2012;21.8;29.8;17.0;82.0;98.0;47.0;22.8;1.0;5.6;SE;13.83;2.63
09-04-2012;21.6;28.3;16.7;79.2;98.2;53.0;13.2;1.4;5.6;SE;16.97;3.15
10-04-2012;22.4;28.4;19.5;78.5;92.2;50.8;0.0;1.0;5.0;L;14.74;2.82
11-04-2012;22.4;29.5;18.5;77.9;94.5;47.2;0.0;0.7;5.3;L;17.91;3.50
12-04-2012;22.3;29.5;18.0;80.0;94.3;46.6;0.0;0.6;4.9;S;15.90;3.11
13-04-2012;22.6;30.3;17.5;79.0;97.8;45.5;0.0;0.6;4.9;O;16.01;3.14
14-04-2012;23.3;29.8;19.0;76.8;96.5;45.5;0.0;0.7;5.5;O;18.40;3.64
15-04-2012;22.3;30.1;18.2;84.9;99.0;52.8;4.8;0.7;5.8;O;15.20;2.96
16-04-2012;21.8;28.0;17.2;82.3;99.5;59.5;0.0;1.6;6.8;SE;18.09;3.32
17-04-2012;21.4;29.4;16.2;76.0;91.2;50.8;0.0;1.3;6.1;SE;18.28;3.40
18-04-2012;21.6;28.6;16.5;78.1;95.7;46.8;0.0;1.2;5.8;SE;16.53;3.10
19-04-2012;21.3;29.0;17.1;78.5;91.1;44.7;0.0;0.9;4.9;SE;16.72;3.16
20-04-2012;21.6;27.8;15.9;79.4;96.4;52.8;0.2;0.5;5.6;NO;14.06;2.73
21-04-2012;18.3;23.7;16.2;96.4;100.0;74.2;32.0;0.5;10.3;NE;3.99;0.70
22-04-2012;18.8;24.2;16.1;89.9;100.0;63.6;0.2;1.0;6.4;SE;10.41;1.85
23-04-2012;19.7;27.1;14.8;81.1;95.8;50.8;0.0;1.1;5.5;SE;18.34;3.35
24-04-2012;20.6;27.6;14.8;73.7;97.8;45.0;0.0;0.9;4.1;SE;18.17;3.40
25-04-2012;20.7;28.7;14.6;78.1;97.1;44.0;0.0;0.8;5.0;SO;18.65;3.51
26-04-2012;21.3;27.1;17.9;85.5;99.7;65.5;14.0;1.1;8.2;NO;11.47;2.14
27-04-2012;20.0;25.1;16.3;90.9;99.7;63.6;1.6;1.3;5.9;O;13.43;2.41
28-04-2012;19.6;23.3;16.8;93.6;99.8;77.1;0.6;0.5;3.5;S;7.49;1.38
29-04-2012;17.4;19.6;16.0;99.6;100.0;95.3;51.6;0.5;7.6;NE;1.86;0.32
30-04-2012;15.9;17.7;13.4;99.8;100.0;98.0;27.6;0.6;5.5;O;2.81;0.45
01-05-2012;13.9;20.0;10.1;82.7;100.0;45.3;0.0;0.7;4.9;S;17.40;2.86
02-05-2012;15.4;22.1;9.5;74.4;93.0;50.3;0.0;2.2;7.6;SE;18.45;2.84
03-05-2012;18.0;25.4;13.1;71.8;90.6;39.6;0.0;1.9;6.7;SE;18.39;3.09
04-05-2012;19.0;26.4;14.5;70.2;88.1;37.9;0.0;1.1;4.7;L;17.74;3.19
05-05-2012;18.9;26.3;14.4;75.2;91.2;42.8;0.0;0.7;4.1;SE;14.42;2.63
06-05-2012;19.2;26.4;13.4;73.0;92.9;39.6;0.0;0.9;4.7;SE;13.73;2.50
07-05-2012;19.3;25.7;14.9;71.5;90.5;38.6;0.0;1.1;5.2;SE;17.50;3.15
08-05-2012;19.0;25.7;14.5;69.0;85.3;41.8;0.0;1.0;5.0;SE;16.62;3.00
09-05-2012;17.5;25.8;12.5;77.2;95.1;43.4;0.0;0.8;4.4;SE;17.39;3.09
10-05-2012;18.0;26.8;13.1;77.8;97.6;35.0;0.0;0.6;4.7;O;13.83;2.50
11-05-2012;18.8;28.2;12.4;74.3;96.7;33.2;0.0;0.6;5.5;O;15.27;2.81
12-05-2012;16.6;18.7;15.5;97.0;100.0;73.3;40.0;0.7;4.4;NO;2.48;0.40
13-05-2012;18.3;23.7;16.2;91.9;100.0;62.1;0.2;0.4;3.4;SE;9.56;1.75
14-05-2012;16.1;17.7;14.4;91.0;100.0;75.2;28.8;2.1;7.2;N;3.55;1.04
15-05-2012;15.7;19.6;13.9;85.5;100.0;71.1;0.0;3.2;5.8;SE;8.28;1.57
16-05-2012;19.0;24.1;14.0;74.3;92.3;54.5;0.0;1.6;5.5;SE;12.06;1.65
17-05-2012;16.7;23.8;13.6;77.8;96.2;52.0;0.0;1.5;5.3;SE;15.25;2.10
18-05-2012;16.9;23.6;12.2;71.8;89.9;44.2;0.0;1.5;5.3;SE;16.75;2.80
19-05-2012;16.3;23.7;11.1;76.6;95.2;43.1;0.0;1.0;5.5;SE;15.40;2.63
20-05-2012;16.7;24.7;12.0;77.6;96.7;41.5;0.0;0.8;4.7;SE;15.03;2.61
21-05-2012;17.0;25.2;11.0;74.7;96.1;30.6;0.0;0.7;4.4;S;16.45;2.90
22-05-2012;16.4;24.3;11.5;80.4;95.6;46.1;0.0;0.6;4.1;S;13.47;2.35
23-05-2012;17.4;25.1;12.8;78.6;94.3;46.2;0.0;0.5;5.0;L;14.61;2.62
24-05-2012;18.3;25.0;14.1;82.5;98.9;56.7;9.2;0.6;5.8;NE;10.99;1.99
25-05-2012;18.0;22.8;15.2;94.0;100.0;71.6;17.2;0.8;6.4;O;6.86;1.20
26-05-2012;17.0;23.3;13.4;90.7;100.0;64.2;0.4;0.8;5.8;SO;11.96;2.09
27-05-2012;18.8;26.4;13.0;85.5;100.0;52.9;4.2;0.6;4.4;O;14.59;2.69
28-05-2012;17.9;24.9;15.1;90.9;100.0;62.0;5.6;0.9;5.9;SO;10.52;1.85
29-05-2012;19.2;27.2;14.3;84.0;100.0;50.2;0.4;0.8;3.2;SO;15.27;2.80
30-05-2012;19.6;27.1;14.4;83.5;100.0;49.0;0.0;0.9;5.2;SO;15.04;2.76
31-05-2012;20.0;27.3;15.3;83.4;100.0;51.0;0.2;0.7;6.8;SO;12.00;2.24
01-06-2012;17.9;22.8;14.6;92.5;99.7;77.1;0.2;0.7;6.2;SO;5.71;1.00
02-06-2012;18.3;25.6;13.7;86.8;100.0;52.1;0.2;0.7;4.1;SO;14.51;2.62
03-06-2012;18.8;26.7;13.8;86.7;100.0;52.3;0.2;0.5;5.3;O;13.87;2.56
