Day;TMean;TMax;TMin;RHMean;RHMax;RHMmin;Rain;VMean;VMax;VDir;Rad;Eto
13-03-2018;25.5;31.8;21.6;72.2;87.8;50.1;0.0;1.3;7.9;SO;21.67;4.31
14-03-2018;26.4;32.7;20.9;70.4;90.6;46.1;0.0;1.5;10.0;NE;23.17;4.65
15-03-2018;24.6;30.5;19.4;77.8;96.5;55.3;0.0;2.6;8.6;NE;22.41;4.14
16-03-2018;22.2;29.4;19.5;91.7;99.4;64.4;14.2;1.0;8.5;O;9.34;1.76
17-03-2018;23.1;30.0;18.9;85.7;99.4;60.0;27.7;1.0;8.8;S;18.66;3.62
18-03-2018;25.0;31.7;19.4;77.0;97.6;45.0;0.0;1.2;5.5;SE;24.55;4.87
19-03-2018;24.9;31.3;20.9;76.0;94.8;49.3;1.4;1.0;4.9;SO;20.74;4.14
20-03-2018;23.7;30.2;19.8;84.4;99.3;58.5;20.4;0.9;6.7;SE;12.31;2.42
21-03-2018;22.0;30.0;18.2;88.7;99.5;58.2;43.0;2.2;9.4;S;20.88;3.73
22-03-2018;22.6;29.8;16.9;83.3;99.5;55.6;0.0;1.4;4.7;SE;20.84;3.94
23-03-2018;24.0;31.3;19.8;80.0;98.1;49.2;0.6;1.7;6.4;L;21.28;4.04
24-03-2018;23.7;29.4;19.4;75.8;93.6;51.7;0.0;2.1;7.9;L;23.20;4.31
25-03-2018;23.6;29.1;18.7;74.3;91.6;52.1;0.0;1.6;6.4;NE;22.94;4.37
26-03-2018;21.5;28.6;18.2;86.3;99.4;54.8;22.2;1.9;10.1;L;14.28;2.56
27-03-2018;22.2;28.8;18.1;83.2;99.4;52.1;1.8;2.2;7.3;SE;20.72;3.72
28-03-2018;23.1;30.0;17.8;72.7;95.4;38.3;0.0;1.8;5.9;SE;23.64;4.41
29-03-2018;22.9;30.2;18.5;75.6;94.9;46.0;0.0;1.8;5.8;SE;21.01;3.90
30-03-2018;23.2;29.7;19.1;72.9;95.0;43.6;0.0;1.8;5.6;SE;20.44;3.83
31-03-2018;22.1;27.9;18.2;81.3;99.4;57.1;1.6;1.7;6.2;L;16.36;3.00
01-04-2018;20.7;26.2;18.3;94.3;99.4;71.0;4.2;0.7;4.4;N;9.07;1.69
02-04-2018;21.1;25.8;18.8;94.2;99.4;71.5;12.6;0.8;6.7;N;10.92;2.05
03-04-2018;21.2;25.6;18.6;93.2;99.4;74.8;4.0;0.4;6.2;NO;11.74;2.26
04-04-2018;21.1;27.0;17.2;85.4;99.5;52.8;0.2;0.7;4.1;S;15.13;2.87
05-04-2018;22.2;28.9;17.8;74.1;90.2;45.0;0.0;1.1;4.0;S;16.69;3.18
06-04-2018;21.8;28.5;18.0;72.9;91.6;39.5;0.0;1.8;4.9;S;22.83;4.16
07-04-2018;22.3;31.1;17.2;73.2;95.9;34.2;0.0;1.8;6.1;SE;21.86;4.02
08-04-2018;22.9;31.7;18.2;76.6;93.0;41.3;0.0;2.4;6.4;SE;21.22;3.84
09-04-2018;22.9;29.7;18.9;74.7;92.0;45.5;0.0;2.3;7.1;L;20.67;3.76
10-04-2018;22.5;29.6;17.9;74.2;95.8;42.7;0.0;2.1;7.6;SE;21.19;3.85
11-04-2018;22.0;29.1;17.4;71.0;91.4;41.1;0.0;2.0;6.5;SE;22.02;3.99
12-04-2018;21.1;27.9;16.3;71.9;91.9;45.7;0.0;1.6;5.5;L;17.03;3.09
13-04-2018;22.7;29.9;17.1;68.1;91.4;40.4;0.0;1.3;5.3;SE;21.88;4.17
14-04-2018;21.9;28.1;17.6;77.1;91.4;55.1;0.0;2.7;6.1;S;18.67;3.25
15-04-2018;20.0;24.2;17.1;84.9;97.0;68.3;0.0;3.9;8.2;S;12.08;1.89
16-04-2018;19.1;25.1;16.2;83.9;98.5;61.3;0.0;3.7;7.9;S;15.47;2.38
17-04-2018;19.3;26.5;14.7;77.1;94.6;50.4;0.0;2.3;6.8;SE;18.63;3.13
18-04-2018;19.4;27.3;13.9;68.5;93.2;39.2;0.0;1.8;5.8;SE;21.11;3.67
19-04-2018;20.4;27.8;14.6;61.4;85.2;36.0;0.0;1.6;5.0;S;20.93;3.76
20-04-2018;20.0;26.0;16.0;54.7;69.8;35.4;0.0;1.7;6.5;S;18.87;3.35
21-04-2018;18.5;25.1;14.0;56.7;84.8;26.7;0.0;1.9;6.8;S;21.26;3.62
22-04-2018;20.7;27.8;15.3;70.9;92.0;38.6;0.0;2.1;6.4;SE;21.13;3.71
23-04-2018;21.0;29.4;15.9;65.9;87.6;34.5;0.0;1.7;5.6;SE;20.44;3.69
24-04-2018;21.1;28.8;15.7;68.2;89.4;38.5;0.0;1.7;5.2;SE;20.05;3.63
25-04-2018;21.9;29.0;16.5;67.6;87.0;39.3;0.0;1.8;5.8;SE;20.21;3.70
26-04-2018;22.6;29.5;17.5;66.2;85.2;41.0;0.0;1.6;5.8;SE;19.30;3.62
27-04-2018;22.8;29.8;18.5;66.9;84.8;39.1;0.0;1.9;6.1;L;19.67;3.64
28-04-2018;22.3;29.9;17.8;68.6;86.7;40.0;0.0;1.7;7.0;L;18.13;3.35
29-04-2018;22.8;29.5;17.5;60.7;81.8;36.9;0.0;1.5;6.1;L;20.67;3.90
30-04-2018;23.3;29.3;18.8;52.4;69.7;34.1;0.0;1.2;6.1;L;18.03;3.49
01-05-2018;23.2;30.0;18.7;54.8;79.8;30.5;0.0;1.5;5.6;S;19.14;3.65
02-05-2018;22.3;29.6;16.7;62.1;91.0;33.8;0.0;1.8;5.9;SE;19.04;3.51
03-05-2018;22.6;28.8;16.3;52.2;82.9;29.4;0.0;1.3;5.0;SE;19.87;3.79
04-05-2018;23.2;30.6;17.3;51.1;65.1;31.3;0.0;1.4;5.0;L;18.75;3.59
05-05-2018;23.5;30.6;18.9;56.4;70.3;34.9;0.0;1.6;5.6;SE;17.01;3.24
06-05-2018;22.0;29.5;17.6;69.0;94.4;40.0;8.2;2.1;9.4;SE;13.07;2.36
07-05-2018;20.1;27.0;15.6;75.2;93.5;44.6;0.0;2.6;6.7;S;17.76;2.99
08-05-2018;20.0;27.3;15.3;76.4;96.5;45.9;0.0;2.6;6.8;SE;17.78;2.99
09-05-2018;19.9;26.9;15.0;74.9;96.4;45.9;0.0;2.1;5.8;SE;18.17;3.14
10-05-2018;20.7;28.2;15.7;63.4;84.3;35.1;0.0;1.7;6.1;L;18.47;3.32
11-05-2018;21.0;27.5;16.6;64.5;79.1;42.9;0.0;1.4;6.8;NE;17.42;3.20
12-05-2018;21.0;26.9;17.2;71.8;88.5;50.3;0.0;1.2;6.1;NO;13.66;2.53
13-05-2018;20.2;26.6;16.1;78.6;97.3;50.4;0.0;1.6;5.9;S;12.36;2.19
14-05-2018;20.6;28.7;15.2;75.9;94.9;40.7;0.0;2.2;7.1;;17.79;3.10
15-05-2018;19.5;26.3;17.1;85.6;99.0;57.2;6.8;1.3;6.7;L;11.67;2.07
16-05-2018;19.5;21.9;17.1;86.5;96.3;71.5;0.0;0.4;5.3;SO;5.19;0.95
17-05-2018;21.1;27.9;16.6;78.8;99.5;49.4;0.0;1.6;5.3;SE;15.62;2.84
18-05-2018;21.5;27.8;17.1;74.2;92.2;51.2;0.0;1.8;6.5;NE;15.52;2.81
19-05-2018;17.3;20.1;13.6;88.5;99.5;77.0;10.6;2.1;14.5;NO;6.56;1.04
20-05-2018;12.5;17.7;8.3;75.1;99.1;44.5;0.0;1.8;8.5;O;18.69;2.73
21-05-2018;14.1;21.7;7.5;61.1;86.6;35.6;0.0;1.2;4.6;SO;19.03;3.06
22-05-2018;16.9;24.4;10.7;54.0;74.0;29.0;0.0;1.7;6.5;SO;18.85;3.13
23-05-2018;18.1;26.9;11.7;55.1;85.1;26.8;0.0;1.7;5.2;S;18.03;3.08
24-05-2018;18.4;27.1;11.4;66.5;94.7;30.6;0.0;2.3;7.3;SE;17.93;2.98
25-05-2018;18.1;25.8;12.9;72.6;97.2;39.4;0.0;2.4;6.1;SE;16.25;2.66
26-05-2018;18.6;27.1;13.1;70.4;93.0;36.6;0.0;2.0;6.8;SE;17.13;2.89
27-05-2018;18.3;25.8;13.7;67.2;90.5;32.5;0.0;2.3;7.0;SE;17.50;2.90
28-05-2018;17.8;24.5;13.5;63.8;86.5;36.3;0.0;2.3;7.6;L;16.78;2.74
29-05-2018;17.5;24.9;12.7;62.1;80.9;36.0;0.0;2.1;7.1;L;15.48;2.54
30-05-2018;17.9;24.4;14.0;57.7;77.4;36.3;0.0;2.2;7.6;SE;14.66;2.42
31-05-2018;19.3;25.6;14.5;45.8;66.7;24.7;0.0;1.4;5.6;SE;17.61;3.15
01-06-2018;19.9;25.3;14.2;48.0;65.6;30.0;0.0;1.0;5.8;N;16.83;3.10
02-06-2018;21.2;26.7;15.4;54.1;64.1;41.7;0.0;0.9;5.5;N;13.86;2.62
03-06-2018;19.8;26.2;14.7;76.4;94.3;57.4;0.0;2.4;8.2;S;12.83;2.17
04-06-2018;16.6;22.9;12.4;80.6;95.3;58.5;0.0;2.9;7.6;S;11.67;1.77
05-06-2018;18.4;25.3;15.1;81.6;99.5;55.8;0.2;1.0;5.9;L;10.00;1.76
06-06-2018;18.8;23.9;15.5;89.1;99.5;63.6;0.6;0.4;3.7;NO;8.90;1.63
07-06-2018;19.8;24.5;16.1;81.2;98.6;62.0;0.0;1.9;7.3;NO;8.72;1.50
08-06-2018;15.5;19.7;12.8;83.1;99.5;60.8;0.0;1.0;6.1;SO;8.51;1.41
09-06-2018;19.3;25.8;13.4;70.1;88.4;48.4;0.0;1.5;5.8;L;16.14;2.84
10-06-2018;21.0;27.9;17.1;78.6;91.4;52.2;0.0;1.7;6.7;L;13.68;2.46
11-06-2018;21.9;28.0;17.5;73.7;93.0;50.4;0.0;1.7;6.1;NE;13.14;2.41
12-06-2018;22.0;27.7;16.9;70.8;90.9;49.4;0.0;1.5;7.0;N;12.57;2.33
13-06-2018;21.5;26.3;17.9;79.9;96.7;59.1;0.0;1.3;5.8;O;9.80;1.80
14-06-2018;19.7;25.7;14.8;85.9;99.5;62.3;0.0;2.3;6.5;S;12.16;2.05
15-06-2018;17.8;25.6;12.5;83.5;98.7;58.6;0.0;2.5;7.3;S;10.66;1.70
16-06-2018;15.6;21.5;12.7;88.8;99.5;69.9;0.0;3.1;7.4;S;10.48;1.51
17-06-2018;17.7;26.1;12.1;79.1;98.4;46.1;0.0;2.5;6.5;SE;14.07;2.25
18-06-2018;17.9;25.6;12.4;80.2;99.5;48.7;0.0;2.2;5.6;S;13.50;2.20
19-06-2018;18.5;25.5;14.4;74.8;97.7;45.1;0.0;2.2;7.4;L;15.73;2.62
20-06-2018;19.1;26.2;14.4;67.7;92.3;38.8;0.0;1.8;6.2;L;15.89;2.74
21-06-2018;20.0;26.2;15.2;59.9;80.3;36.6;0.0;1.6;7.3;SE;16.08;2.87
22-06-2018;20.3;26.1;15.2;56.1;72.6;36.6;0.0;1.3;4.1;S;8.85;1.61
23-06-2018;21.7;28.0;17.5;51.0;68.3;29.2;0.0;1.5;7.1;L;11.76;2.18
24-06-2018;21.9;28.8;17.8;53.0;69.9;27.4;0.0;1.1;5.5;NE;12.51;2.37
25-06-2018;23.0;27.6;18.1;40.8;54.4;25.2;0.0;1.4;5.8;L;14.47;2.42
26-06-2018;22.3;28.2;16.6;38.8;53.8;24.4;0.0;0.8;5.2;NE;16.48;3.19
27-06-2018;22.3;29.0;17.8;44.5;72.6;22.6;0.0;1.5;5.5;SE;15.56;2.92
28-06-2018;20.9;27.2;16.4;53.6;67.3;33.9;0.0;1.9;7.4;L;15.07;2.69
29-06-2018;19.6;26.7;14.6;56.1;75.9;31.6;0.0;1.6;6.1;L;15.07;2.66
30-06-2018;20.3;27.1;14.6;53.5;73.9;33.2;0.0;1.2;5.8;L;16.41;3.01
01-07-2018;21.0;27.5;15.6;51.7;73.7;30.8;0.0;1.3;5.3;SE;14.94;2.76
02-07-2018;21.9;28.2;17.3;48.5;65.7;29.7;0.0;1.3;6.5;SO;16.29;3.07
03-07-2018;22.3;28.6;15.9;49.0;90.3;29.3;0.0;1.3;5.2;S;14.82;2.81
04-07-2018;20.7;27.7;14.3;60.5;91.8;29.6;0.0;1.7;5.0;SE;15.26;2.74
05-07-2018;21.4;28.0;16.4;51.8;72.0;29.9;0.0;1.5;5.8;L;14.90;2.75
06-07-2018;20.9;27.4;16.2;52.1;68.6;30.3;0.0;1.3;5.3;L;16.46;3.04
07-07-2018;20.1;26.3;14.4;51.7;76.6;30.9;0.0;1.8;6.7;NE;16.30;2.89
08-07-2018;22.2;26.9;17.4;39.0;55.5;28.7;0.0;1.1;6.8;O;16.60;3.17
09-07-2018;21.3;27.0;14.9;50.1;81.4;32.5;0.0;1.9;8.6;O;16.10;2.90
10-07-2018;13.9;18.7;8.4;82.2;97.5;56.2;0.0;2.0;8.5;S;6.19;0.91
11-07-2018;11.6;19.0;6.6;70.1;94.2;33.4;0.0;3.4;8.9;S;17.86;2.29
13-07-2018;18.4;26.3;11.8;36.1;54.5;8.2;0.0;1.3;5.2;S;14.64;2.59
14-07-2018;21.0;28.2;15.1;36.3;49.8;23.8;0.0;1.5;5.8;S;17.28;3.18
15-07-2018;21.8;29.0;15.3;40.8;58.0;25.3;0.0;1.5;6.1;SE;17.29;3.23
16-07-2018;21.8;29.0;16.8;42.4;60.8;26.2;0.0;1.5;5.0;L;17.00;3.16
16-07-2018;12.8;13.8;11.9;54.1;56.9;48.8;0.0;2.0;3.5;S;14.68;2.60
17-07-2018;20.9;27.3;15.5;45.0;61.7;30.8;0.0;1.8;6.8;L;17.58;3.18
18-07-2018;21.0;27.9;15.2;53.5;74.5;34.8;0.0;1.5;6.7;L;17.07;3.12
19-07-2018;21.0;28.5;14.6;56.1;81.3;33.4;0.0;1.6;6.1;L;17.55;3.20
20-07-2018;21.6;28.4;16.3;54.0;72.7;34.2;0.0;1.7;7.3;N;17.83;3.27
21-07-2018;22.2;28.8;16.6;49.8;71.8;29.7;0.0;1.1;5.0;SO;16.45;3.13
22-07-2018;19.9;27.3;14.5;63.6;91.6;36.5;0.0;2.7;9.1;SE;15.57;2.62
23-07-2018;20.1;27.5;15.4;53.8;74.9;26.2;0.0;2.2;7.0;SE;17.47;3.03
24-07-2018;19.4;26.2;14.1;58.0;87.9;31.5;0.0;2.5;8.0;SE;17.46;2.94
25-07-2018;18.8;26.6;13.1;62.5;91.5;31.6;0.0;2.7;8.0;SE;16.74;2.75
26-07-2018;19.5;26.9;14.3;51.4;72.3;28.6;0.0;1.7;6.5;L;17.28;3.04
27-07-2018;20.5;27.7;14.7;47.0;69.1;27.5;0.0;1.5;6.2;L;17.86;3.24
28-07-2018;21.7;28.4;15.2;44.1;65.6;24.9;0.0;1.5;6.1;L;17.80;3.31
29-07-2018;22.2;29.8;15.9;43.3;66.8;24.5;0.0;1.6;7.4;N;16.67;3.12
30-07-2018;22.5;29.2;16.9;43.8;81.5;25.6;0.0;1.9;7.7;N;17.27;3.21
31-07-2018;17.9;23.8;13.7;81.7;98.8;51.2;0.0;2.1;6.8;S;11.75;1.80
01-08-2018;15.0;21.1;13.0;86.0;97.0;57.6;0.4;3.5;7.3;S;11.31;1.57
02-08-2018;17.5;25.0;12.7;82.6;99.5;53.1;0.6;2.0;5.6;SE;14.22;2.33
03-08-2018;14.9;17.4;13.4;94.5;99.5;86.4;41.6;3.1;9.8;SE;2.53;0.34
04-08-2018;16.8;23.5;13.4;88.6;99.6;50.3;2.2;1.0;4.7;S;13.47;2.30
05-08-2018;17.4;23.3;14.8;84.4;97.9;51.8;0.2;0.8;5.8;S;8.47;1.47
06-08-2018;14.2;16.1;12.8;97.6;99.6;88.5;21.6;2.4;7.7;S;2.55;0.34
07-08-2018;16.4;24.0;12.0;86.2;99.6;54.2;0.0;2.1;5.6;SE;15.66;2.48
08-08-2018;20.3;29.1;15.6;72.8;96.7;38.6;0.4;1.3;6.2;SE;16.88;3.06
09-08-2018;18.4;26.4;13.3;84.5;99.5;52.7;9.0;3.1;10.0;NO;16.01;2.52
10-08-2018;13.4;20.6;6.9;67.0;97.0;33.6;0.0;2.0;7.9;O;21.47;3.19
11-08-2018;14.7;22.1;6.7;56.7;91.6;28.9;0.0;1.2;4.7;SO;21.38;3.48
12-08-2018;16.1;23.6;10.8;58.2;85.6;35.8;0.0;3.2;8.6;S;21.36;3.18
13-08-2018;17.0;27.2;8.8;64.7;97.0;25.0;0.0;2.9;8.3;S;21.19;3.28
14-08-2018;20.5;29.2;13.8;49.2;74.1;17.5;0.0;2.2;6.2;SE;20.86;3.65
15-08-2018;20.3;29.1;13.7;53.4;87.3;19.8;0.0;3.0;9.5;S;18.11;3.05
16-08-2018;16.4;22.1;12.8;79.6;94.2;56.2;0.0;4.3;10.0;S;13.45;1.88
17-08-2018;17.6;25.6;13.2;78.1;96.2;47.8;0.0;3.3;7.1;SE;17.27;2.63
18-08-2018;18.5;26.5;12.8;70.1;96.7;37.1;0.0;2.5;8.5;L;19.95;3.27
19-08-2018;20.1;28.5;14.3;59.2;88.1;28.0;0.0;2.2;6.2;L;19.71;3.43
20-08-2018;21.7;29.0;16.2;46.4;68.8;24.5;0.0;1.8;7.4;L;20.81;3.81
21-08-2018;22.2;29.5;16.8;42.2;57.7;22.4;0.0;1.7;6.4;L;20.21;3.75
22-08-2018;20.9;28.3;16.6;48.7;74.1;27.3;0.0;1.7;7.1;SE;17.82;3.22
23-08-2018;22.2;29.6;15.4;49.7;74.9;28.1;0.0;1.5;6.2;SE;18.28;3.42
24-08-2018;21.2;30.6;17.0;59.2;85.5;28.2;0.0;2.5;8.5;L;13.93;2.44
25-08-2018;18.3;21.5;15.8;90.1;99.5;68.4;8.0;2.1;6.8;N;8.10;1.32
26-08-2018;17.1;23.6;10.6;86.5;99.5;53.2;0.0;2.6;7.9;S;14.13;2.21
27-08-2018;16.7;26.3;9.6;79.4;99.6;45.0;0.0;3.4;8.2;S;22.21;3.29
28-08-2018;19.9;28.3;14.5;65.8;90.8;36.2;0.0;2.9;8.9;L;21.36;3.55
29-08-2018;20.7;28.9;14.5;59.5;85.4;30.1;0.0;1.8;5.9;L;21.06;3.77
30-08-2018;21.3;28.4;14.8;55.6;82.9;29.8;0.0;1.9;7.0;L;18.90;3.41
31-08-2018;23.8;30.3;17.0;41.3;63.2;23.0;0.0;1.5;6.5;L;22.31;4.30
01-09-2018;24.5;32.2;17.8;40.5;61.2;22.3;0.0;1.7;6.4;L;21.04;4.08
02-09-2018;24.7;32.2;18.6;44.6;86.5;24.3;0.0;2.4;8.0;N;20.24;3.83
03-09-2018;15.1;19.5;10.4;95.6;99.5;85.3;0.8;1.9;8.3;O;7.46;1.13
04-09-2018;12.7;19.3;9.5;84.8;99.5;54.6;0.2;2.1;7.7;O;10.22;1.46
05-09-2018;14.4;21.4;9.6;69.9;94.6;37.4;0.0;4.2;9.4;SE;24.38;3.24
06-09-2018;17.8;26.9;9.4;56.4;93.2;21.1;0.0;3.3;8.5;SE;24.55;3.81
07-09-2018;22.1;31.5;14.9;44.8;74.6;17.2;0.0;2.6;6.8;SE;23.64;4.21
08-09-2018;22.8;31.3;16.1;43.1;67.4;20.7;0.0;2.3;7.1;SE;23.29;4.26
09-09-2018;22.3;31.0;14.5;47.2;81.9;18.6;0.0;2.3;7.4;SE;23.01;4.17
10-09-2018;21.3;30.0;13.0;53.6;87.3;20.7;0.2;2.4;6.1;S;22.42;3.95
11-09-2018;20.4;28.3;13.5;61.8;91.4;31.1;0.0;3.6;8.2;S;22.40;3.65
12-09-2018;20.6;29.9;13.6;63.5;87.8;31.0;0.0;3.7;9.2;SE;22.15;3.61
13-09-2018;22.2;31.1;16.2;60.6;85.0;29.5;0.0;3.2;8.6;L;21.66;3.75
14-09-2018;17.2;19.4;16.1;90.5;99.5;63.1;14.4;2.2;7.1;NE;3.21;0.49
15-09-2018;18.2;23.3;16.3;92.7;99.5;68.9;0.2;1.1;5.3;O;7.81;1.35
16-09-2018;19.4;26.9;14.3;78.1;99.6;48.7;0.0;2.5;6.8;S;20.62;3.44
17-09-2018;16.4;18.1;13.8;97.6;99.5;80.3;14.6;2.2;6.1;NE;3.77;0.56
18-09-2018;18.7;21.5;17.0;98.0;99.6;81.4;1.8;1.6;5.8;;5.73;0.95
19-09-2018;22.6;30.1;17.0;76.5;99.6;42.1;0.2;0.7;5.5;NE;21.04;4.12
20-09-2018;18.1;20.9;15.6;95.0;99.5;77.7;18.4;2.3;7.7;SE;6.44;1.02
21-09-2018;21.0;28.0;15.8;79.2;99.6;42.2;0.2;1.3;5.2;O;22.81;4.22
22-09-2018;23.2;30.3;17.6;57.2;87.0;27.1;0.0;2.3;6.7;S;25.62;4.70
23-09-2018;25.1;33.4;18.4;48.1;70.7;24.7;0.0;2.1;6.8;SE;25.42;4.88
24-09-2018;26.6;34.6;19.6;41.9;55.4;24.1;0.0;2.5;7.0;SE;24.81;4.82
25-09-2018;24.0;33.6;16.2;57.4;84.9;29.2;0.6;2.9;10.4;L;21.80;3.96
26-09-2018;23.4;32.5;19.3;66.1;94.7;33.2;3.0;2.3;11.8;L;17.28;3.18
27-09-2018;23.0;29.3;19.1;74.1;96.7;43.7;0.2;2.1;7.1;S;12.34;2.26
28-09-2018;21.7;28.3;18.5;82.7;99.4;52.4;0.0;2.2;7.3;S;11.98;2.12
29-09-2018;23.3;31.8;17.4;72.1;99.4;39.5;0.0;2.5;6.5;SE;22.61;4.12
30-09-2018;20.7;25.9;18.0;86.9;99.4;64.2;1.2;2.2;8.5;L;7.82;1.34
01-10-2018;22.7;29.2;18.2;76.9;99.5;46.8;0.0;1.5;7.3;N;18.53;3.48
02-10-2018;24.7;32.4;18.0;64.4;98.4;37.9;0.0;1.4;8.3;L;22.40;4.40
03-10-2018;25.1;32.8;18.8;63.5;96.1;38.1;1.4;1.7;7.6;O;20.98;4.08
04-10-2018;23.4;30.5;18.2;76.5;99.4;46.3;0.8;2.5;8.9;S;23.14;4.19
05-10-2018;21.1;29.8;15.1;77.0;97.7;50.0;0.0;3.9;10.1;S;23.76;3.83
06-10-2018;19.5;29.1;13.7;79.6;95.7;48.8;0.0;3.6;9.5;SE;21.14;3.33
07-10-2018;20.2;23.8;18.1;92.0;99.5;74.2;1.4;2.5;7.1;L;8.56;1.42
08-10-2018;20.3;24.3;18.1;96.9;99.5;79.4;26.6;1.6;12.5;L;8.34;1.46
09-10-2018;22.5;29.8;17.7;85.2;99.5;50.4;21.8;1.6;8.0;NO;20.47;3.80
10-10-2018;21.8;29.3;18.1;88.3;99.5;54.3;62.2;1.7;9.8;L;19.48;3.55
11-10-2018;20.7;25.4;18.0;91.6;99.5;69.5;0.0;4.6;9.2;S;17.52;2.67
12-10-2018;23.7;31.8;17.2;77.4;99.4;44.6;0.2;2.5;7.4;L;23.94;4.37
13-10-2018;24.7;30.2;20.7;72.4;88.6;49.5;0.2;1.3;7.9;N;16.15;3.17
14-10-2018;23.2;28.7;19.1;81.8;99.4;58.1;0.2;1.4;5.5;S;17.98;3.43
15-10-2018;21.7;28.6;18.1;88.2;99.5;60.0;19.2;1.7;7.0;S;15.24;2.77
16-10-2018;24.5;31.4;19.4;77.8;99.4;47.2;0.0;1.5;5.5;SE;21.94;4.25
17-10-2018;21.9;27.5;18.7;88.6;99.5;62.3;45.6;1.9;16.6;L;13.75;2.48
18-10-2018;23.3;31.0;17.5;79.7;99.5;49.2;81.8;1.9;10.1;L;25.52;4.77
19-10-2018;21.1;27.3;16.7;86.0;99.5;57.8;0.2;2.9;10.4;S;21.50;3.62
20-10-2018;18.9;25.7;13.2;69.5;94.8;43.4;0.0;5.3;13.0;S;28.50;4.08
21-10-2018;19.2;28.7;12.0;67.6;89.3;39.4;0.0;3.8;9.8;SE;27.31;4.25
22-10-2018;22.1;30.7;14.5;66.5;91.8;38.4;0.0;2.4;7.7;L;26.76;4.78
23-10-2018;24.4;31.6;18.3;61.9;82.1;37.1;0.0;1.6;6.8;L;24.57;4.76
24-10-2018;19.4;23.2;18.1;94.8;99.5;69.1;12.2;1.9;5.6;SE;5.73;0.95
25-10-2018;19.5;22.0;18.2;99.3;99.5;94.8;15.6;0.7;6.4;NE;6.14;1.11
26-10-2018;20.7;26.6;18.3;94.0;99.5;67.9;1.6;1.0;5.6;NO;15.48;2.88
27-10-2018;21.0;24.6;18.7;95.4;99.5;75.7;4.0;3.0;12.2;NO;12.81;2.12
28-10-2018;20.0;26.6;14.4;76.2;99.5;46.0;0.0;3.4;9.1;S;26.42;4.24
29-10-2018;19.6;28.2;12.8;67.8;92.8;36.1;0.0;3.1;8.6;S;25.40;4.14
30-10-2018;23.4;31.2;16.0;67.1;85.1;40.8;0.0;2.5;7.6;SE;25.66;4.67
31-10-2018;24.4;31.9;19.2;69.9;88.8;42.9;0.0;3.1;12.8;L;24.77;4.47
01-11-2018;22.9;30.0;18.1;75.6;99.4;44.6;0.0;2.5;7.1;NO;19.68;3.55
02-11-2018;24.4;31.6;20.3;71.7;90.1;46.1;0.0;2.5;6.1;S;21.77;4.03
03-11-2018;24.2;31.7;18.4;75.6;99.5;42.0;11.2;2.8;9.2;L;22.04;4.01
04-11-2018;21.3;28.1;16.7;84.8;99.5;55.0;4.8;3.0;9.4;SE;19.81;3.34
05-11-2018;20.3;25.4;15.5;81.8;97.3;62.4;0.0;3.8;8.9;SE;17.15;2.71
06-11-2018;22.1;29.3;16.4;80.3;99.5;52.7;0.0;3.0;9.1;L;23.07;3.98
07-11-2018;20.5;23.9;16.4;88.0;98.5;72.5;0.4;3.0;11.2;SE;8.27;1.36
08-11-2018;17.4;19.6;15.8;97.5;99.5;88.4;9.2;4.4;10.0;SE;8.35;1.15
09-11-2018;17.5;20.9;15.1;94.1;99.5;78.2;3.0;3.9;9.4;L;13.89;2.01
10-11-2018;19.3;26.0;16.7;96.3;99.6;68.1;15.8;2.5;7.0;L;14.62;2.40
11-11-2018;22.6;28.9;18.2;83.2;99.5;54.3;0.0;1.9;5.5;L;20.99;3.85
12-11-2018;24.7;31.9;19.8;72.9;98.3;40.6;6.0;2.1;7.6;L;26.66;5.04
13-11-2018;24.8;31.2;20.3;68.6;88.4;45.8;0.0;2.0;8.2;L;24.33;4.64
14-11-2018;23.4;31.0;19.7;79.2;99.5;48.9;36.8;2.0;8.3;NE;18.56;3.45
15-11-2018;24.5;31.7;19.1;79.5;99.5;45.7;12.2;1.6;9.5;NO;26.30;5.08
16-11-2018;24.2;32.0;19.2;79.9;99.5;49.1;0.0;3.3;9.7;SE;25.59;4.54
17-11-2018;23.2;28.4;19.0;77.2;90.5;59.7;0.0;3.7;9.1;L;20.27;3.46
18-11-2018;21.8;26.0;19.3;90.6;99.6;72.5;23.4;2.4;9.2;N;14.20;2.48
19-11-2018;18.7;21.2;15.3;99.2;99.6;94.4;13.4;3.8;10.6;SE;7.13;1.05
20-11-2018;18.9;25.0;15.0;89.4;99.6;69.6;0.2;4.0;8.6;SE;17.30;2.60
21-11-2018;19.8;24.4;15.5;89.4;99.5;69.5;6.4;2.9;6.8;SE;13.87;2.25
22-11-2018;20.7;26.3;16.6;88.2;99.6;65.2;12.0;2.7;7.6;L;20.35;3.42
23-11-2018;21.2;27.0;17.7;89.3;99.6;62.9;34.0;2.3;9.2;NE;18.51;3.23
24-11-2018;19.5;22.4;17.5;99.3;99.6;94.1;27.4;3.4;9.1;NE;7.69;1.18
25-11-2018;21.0;27.1;18.1;93.2;99.6;66.4;5.3;2.3;6.7;L;16.56;2.85
26-11-2018;21.3;27.7;17.3;84.0;99.6;56.5;0.0;3.5;8.6;SE;21.48;3.53
27-11-2018;22.0;29.9;15.2;71.5;94.4;38.0;13.2;3.4;10.3;SE;30.29;5.11
28-11-2018;23.5;30.1;18.6;66.8;86.6;40.6;0.0;2.6;8.2;L;28.40;5.14
